node_id,label,type,mention_count,record_count
MAINT_ITEM:transducer wire,transducer wire,MAINT_ITEM,1,1
MAINT_ITEM:transport,transport,MAINT_ITEM,1,1
MAINT_ITEM:trunnion bolt,trunnion bolt,MAINT_ITEM,1,1
MAINT_ITEM:tube keeper,tube keeper,MAINT_ITEM,1,1
MAINT_ITEM:tube seals,tube seals,MAINT_ITEM,1,1
MAINT_ITEM:turbine assembly,turbine assembly,MAINT_ITEM,1,1
MAINT_ITEM:two - 28 push rods,two - 28 push rods,MAINT_ITEM,1,1
MAINT_ITEM:two buttons,two buttons,MAINT_ITEM,1,1
MAINT_ITEM:two mount rivets,two mount rivets,MAINT_ITEM,1,1
MAINT_ITEM:two zip ties,two zip ties,MAINT_ITEM,1,1
MAINT_ITEM:tyrap,tyrap,MAINT_ITEM,2,1
MAINT_ITEM:tywrap,tywrap,MAINT_ITEM,2,1
MAINT_ITEM:upper baffle material,upper baffle material,MAINT_ITEM,1,1
MAINT_ITEM:upper baffling,upper baffling,MAINT_ITEM,1,1
MAINT_ITEM:upper ends,upper ends,MAINT_ITEM,1,1
MAINT_ITEM:upper leads,upper leads,MAINT_ITEM,1,1
MAINT_ITEM:upper nutplate,upper nutplate,MAINT_ITEM,1,1
MAINT_ITEM:upper rocker cover,upper rocker cover,MAINT_ITEM,1,1
MAINT_ITEM:vacuum adapter gasket,vacuum adapter gasket,MAINT_ITEM,1,1
MAINT_ITEM:vacuum pum,vacuum pum,MAINT_ITEM,1,1
MAINT_ITEM:vacuum pump cooling duct,vacuum pump cooling duct,MAINT_ITEM,1,1
MAINT_ITEM:vacuum pump line,vacuum pump line,MAINT_ITEM,1,1
MAINT_ITEM:vacuum tube,vacuum tube,MAINT_ITEM,1,1
MAINT_ITEM:valve contact,valve contact,MAINT_ITEM,1,1
MAINT_ITEM:valve seat,valve seat,MAINT_ITEM,1,1
MAINT_ITEM:valve spring,valve spring,MAINT_ITEM,1,1
MAINT_ITEM:valve tube,valve tube,MAINT_ITEM,1,1
MAINT_ITEM:vent hose,vent hose,MAINT_ITEM,1,1
MAINT_ITEM:vent hoses,vent hoses,MAINT_ITEM,1,1
MAINT_ITEM:weather stripping,weather stripping,MAINT_ITEM,1,1
MAINT_ITEM:wire spring,wire spring,MAINT_ITEM,1,1
MAINT_ITEM:wire strap,wire strap,MAINT_ITEM,1,1
MAINT_ITEM:wire tie,wire tie,MAINT_ITEM,1,1
MAINT_ITEM:wiring clamp,wiring clamp,MAINT_ITEM,1,1
MAINT_ITEM:wiring harness support bracket,wiring harness support bracket,MAINT_ITEM,1,1
MAINT_ITEM:wiring holder,wiring holder,MAINT_ITEM,1,1
MAINT_ITEM:zip tie,zip tie,MAINT_ITEM,1,1
OP_CTX:after 20 inches manifold pressure,after 20 inches manifold pressure,OP_CTX,1,1
OP_CTX:after coming to a stop after landing,after coming to a stop after landing,OP_CTX,1,1
OP_CTX:after completion of run up,after completion of run up,OP_CTX,1,1
OP_CTX:after engine run up,after engine run up,OP_CTX,1,1
OP_CTX:after landing ground roll stop,after landing ground roll stop,OP_CTX,1,1
OP_CTX:after post run,after post run,OP_CTX,1,1
OP_CTX:after run,after run,OP_CTX,1,1
OP_CTX:after run up,after run up,OP_CTX,1,1
OP_CTX:after shutdown,after shutdown,OP_CTX,1,1
OP_CTX:anytime rpms were,anytime rpms were,OP_CTX,1,1
OP_CTX:at different settings,at different settings,OP_CTX,1,1
OP_CTX:at hover,at hover,OP_CTX,1,1
OP_CTX:at limiting manifold,at limiting manifold,OP_CTX,1,1
OP_CTX:at low altitudes,at low altitudes,OP_CTX,1,1
OP_CTX:at stop for run up,at stop for run up,OP_CTX,1,1
OP_CTX:battery ground,battery ground,OP_CTX,1,1
OP_CTX:check on run up,check on run up,OP_CTX,1,1
OP_CTX:climb,climb,OP_CTX,1,1
OP_CTX:climb out,climb out,OP_CTX,1,1
OP_CTX:climbing after takeoff,climbing after takeoff,OP_CTX,1,1
OP_CTX:climbing out,climbing out,OP_CTX,1,1
OP_CTX:coming off runway,coming off runway,OP_CTX,1,1
OP_CTX:cowl off,cowl off,OP_CTX,1,1
OP_CTX:cruise,cruise,OP_CTX,1,1
OP_CTX:did normal start,did normal start,OP_CTX,1,1
OP_CTX:doing max perform takeoff at 3200,doing max perform takeoff at 3200,OP_CTX,1,1
OP_CTX:during aircraft run up,during aircraft run up,OP_CTX,1,1
OP_CTX:during climb and while cruising,during climb and while cruising,OP_CTX,1,1
OP_CTX:during crui,during crui,OP_CTX,1,1
OP_CTX:during entire flight,during entire flight,OP_CTX,1,1
OP_CTX:during entry to 180 degree auto,during entry to 180 degree auto,OP_CTX,1,1
OP_CTX:during fligh,during fligh,OP_CTX,1,1
OP_CTX:during go around from a simulated engine failure,during go around from a simulated engine failure,OP_CTX,1,1
OP_CTX:during high speed roll,during high speed roll,OP_CTX,1,1
OP_CTX:during idle check on,during idle check on,OP_CTX,1,1
OP_CTX:during idle check on run,during idle check on run,OP_CTX,1,1
OP_CTX:during idle check on run up,during idle check on run up,OP_CTX,1,1
OP_CTX:during initial climb,during initial climb,OP_CTX,1,1
OP_CTX:during manuevers,during manuevers,OP_CTX,1,1
OP_CTX:during override check,during override check,OP_CTX,1,1
OP_CTX:during pad check,during pad check,OP_CTX,1,1
OP_CTX:during post flight,during post flight,OP_CTX,1,1
OP_CTX:during recovery,during recovery,OP_CTX,1,1
OP_CTX:during removal,during removal,OP_CTX,1,1
OP_CTX:during shut down,during shut down,OP_CTX,1,1
OP_CTX:during shutdown,during shutdown,OP_CTX,1,1
OP_CTX:during shutdown prior,during shutdown prior,OP_CTX,1,1
OP_CTX:during start,during start,OP_CTX,1,1
OP_CTX:during stop and go whil,during stop and go whil,OP_CTX,1,1
OP_CTX:during takeoff roll,during takeoff roll,OP_CTX,1,1
OP_CTX:during which altimeter,during which altimeter,OP_CTX,1,1
OP_CTX:end of flight,end of flight,OP_CTX,1,1
OP_CTX:first stage,first stage,OP_CTX,1,1
OP_CTX:full throttle,full throttle,OP_CTX,1,1
OP_CTX:full through,full through,OP_CTX,1,1
OP_CTX:ground during,ground during,OP_CTX,1,1
OP_CTX:ground during pad check,ground during pad check,OP_CTX,1,1
OP_CTX:hard landing,hard landing,OP_CTX,1,1
OP_CTX:hidden damage inspection,hidden damage inspection,OP_CTX,1,1
OP_CTX:holding short of runway,holding short of runway,OP_CTX,1,1
OP_CTX:hover at limiting manifold,hover at limiting manifold,OP_CTX,1,1
OP_CTX:idle check on run up,idle check on run up,OP_CTX,1,1
OP_CTX:in bottom corner,in bottom corner,OP_CTX,1,1
OP_CTX:in climb and cruise,in climb and cruise,OP_CTX,1,1
OP_CTX:in cruise,in cruise,OP_CTX,1,1
OP_CTX:in down draft,in down draft,OP_CTX,1,1
OP_CTX:in fl,in fl,OP_CTX,1,1
OP_CTX:in hangar to warm up,in hangar to warm up,OP_CTX,1,1
OP_CTX:in heater hangar,in heater hangar,OP_CTX,1,1
OP_CTX:in middle,in middle,OP_CTX,1,1
OP_CTX:in pattern,in pattern,OP_CTX,1,1
OP_CTX:initially after takeoff,initially after takeoff,OP_CTX,1,1
OP_CTX:last daily shutdown,last daily shutdown,OP_CTX,1,1
OP_CTX:last landing,last landing,OP_CTX,1,1
OP_CTX:leaning mixt,leaning mixt,OP_CTX,1,1
OP_CTX:leaning mixture,leaning mixture,OP_CTX,1,1
OP_CTX:leaning mixture on ground,leaning mixture on ground,OP_CTX,1,1
OP_CTX:manifold psi gauge reads atmospheric pressure,manifold psi gauge reads atmospheric pressure,OP_CTX,1,1
OP_CTX:near idle,near idle,OP_CTX,1,1
OP_CTX:on . run up,on . run up,OP_CTX,1,1
OP_CTX:on bottom,on bottom,OP_CTX,1,1
OP_CTX:on climb,on climb,OP_CTX,1,1
OP_CTX:on departure,on departure,OP_CTX,1,1
OP_CTX:on departure climbout,on departure climbout,OP_CTX,1,1
OP_CTX:on descent,on descent,OP_CTX,1,1
OP_CTX:on down wind,on down wind,OP_CTX,1,1
OP_CTX:on downwind,on downwind,OP_CTX,1,1
OP_CTX:on engine start up,on engine start up,OP_CTX,1,1
OP_CTX:on entire,on entire,OP_CTX,1,1
OP_CTX:on final,on final,OP_CTX,1,1
OP_CTX:on flight,on flight,OP_CTX,1,1
OP_CTX:on ground during pad check,on ground during pad check,OP_CTX,1,1
OP_CTX:on landing,on landing,OP_CTX,1,1
OP_CTX:on last daily shut do,on last daily shut do,OP_CTX,1,1
OP_CTX:on mount,on mount,OP_CTX,1,1
OP_CTX:on order,on order,OP_CTX,1,1
OP_CTX:on taxi,on taxi,OP_CTX,1,1
OP_CTX:on the groun,on the groun,OP_CTX,1,1
OP_CTX:one at a time,one at a time,OP_CTX,1,1
OP_CTX:power at idle,power at idle,OP_CTX,1,1
OP_CTX:power to idle,power to idle,OP_CTX,1,1
OP_CTX:same position,same position,OP_CTX,1,1
OP_CTX:seasonal conditions,seasonal conditions,OP_CTX,1,1
OP_CTX:short dipstick,short dipstick,OP_CTX,1,1
OP_CTX:shut down,shut down,OP_CTX,1,1
OP_CTX:spring connector,spring connector,OP_CTX,1,1
OP_CTX:tearing off,tearing off,OP_CTX,1,1
OP_CTX:throughout res,throughout res,OP_CTX,1,1
OP_CTX:to hover,to hover,OP_CTX,1,1
OP_CTX:unable to start,unable to start,OP_CTX,1,1
OP_CTX:upon engine start,upon engine start,OP_CTX,1,1
OP_CTX:upon engine start up,upon engine start up,OP_CTX,1,1
OP_CTX:upon go-around,upon go-around,OP_CTX,1,1
OP_CTX:upon start up,upon start up,OP_CTX,1,1
OP_CTX:various power settings,various power settings,OP_CTX,1,1
OP_CTX:when brought up,when brought up,OP_CTX,1,1
OP_CTX:when climbing,when climbing,OP_CTX,1,1
OP_CTX:when it fired,when it fired,OP_CTX,1,1
OP_CTX:when leaning out,when leaning out,OP_CTX,1,1
OP_CTX:when power,when power,OP_CTX,1,1
OP_CTX:when pulled back throttle hard idle . several seconds,when pulled back throttle hard idle . several seconds,OP_CTX,1,1
OP_CTX:when rpm set in idle range,when rpm set in idle range,OP_CTX,1,1
OP_CTX:when under power,when under power,OP_CTX,1,1
OP_CTX:while adjusting mixture,while adjusting mixture,OP_CTX,1,1
OP_CTX:while doing unusual attitudes,while doing unusual attitudes,OP_CTX,1,1
OP_CTX:while holding short,while holding short,OP_CTX,1,1
OP_CTX:while leveling in down,while leveling in down,OP_CTX,1,1
OP_CTX:while making right turn,while making right turn,OP_CTX,1,1
OP_CTX:with increasing power,with increasing power,OP_CTX,1,1
OUTCOME:acceptable,acceptable,OUTCOME,1,1
OUTCOME:all check good,all check good,OUTCOME,1,1
OUTCOME:all indication,all indication,OUTCOME,1,1
OUTCOME:all parameters within chec,all parameters within chec,OUTCOME,1,1
OUTCOME:all systems within,all systems within,OUTCOME,1,1
OUTCOME:bore measure good,bore measure good,OUTCOME,1,1
OUTCOME:cold oil,cold oil,OUTCOME,1,1
OUTCOME:compression came up,compression came up,OUTCOME,1,1
OUTCOME:could not duplicate cht discrep,could not duplicate cht discrep,OUTCOME,1,1
OUTCOME:could not duplicate di,could not duplicate di,OUTCOME,1,1
OUTCOME:could not duplicate disc,could not duplicate disc,OUTCOME,1,1
OUTCOME:could not duplicate dispcrepancy,could not duplicate dispcrepancy,OUTCOME,1,1
OUTCOME:could not duplicate fuel smell,could not duplicate fuel smell,OUTCOME,1,1
OUTCOME:could not duplicate irregulor sounds or vib,could not duplicate irregulor sounds or vib,OUTCOME,1,1
OUTCOME:could not duplicate tapping noise or fuel smel,could not duplicate tapping noise or fuel smel,OUTCOME,1,1
OUTCOME:couldn ' t duplicate discrepancy,couldn ' t duplicate discrepancy,OUTCOME,1,1
OUTCOME:dead,dead,OUTCOME,1,1
OUTCOME:did not notice any roughness or hestitation,did not notice any roughness or hestitation,OUTCOME,1,1
OUTCOME:discrepancy,discrepancy,OUTCOME,1,1
OUTCOME:dry tappet clearance good,dry tappet clearance good,OUTCOME,1,1
OUTCOME:engage,engage,OUTCOME,1,1
OUTCOME:factory installed,factory installed,OUTCOME,1,1
OUTCOME:factory outboard,factory outboard,OUTCOME,1,1
OUTCOME:fine,fine,OUTCOME,1,1
OUTCOME:function normal,function normal,OUTCOME,1,1
OUTCOME:go,go,OUTCOME,1,1
OUTCOME:heat resistant,heat resistant,OUTCOME,1,1
OUTCOME:leak persists,leak persists,OUTCOME,1,1
OUTCOME:measure good,measure good,OUTCOME,1,1
OUTCOME:no action,no action,OUTCOME,1,1
OUTCOME:no adjustment,no adjustment,OUTCOME,1,1
OUTCOME:no bolts,no bolts,OUTCOME,1,1
OUTCOME:no co warning,no co warning,OUTCOME,1,1
OUTCOME:no cracking noted,no cracking noted,OUTCOME,1,1
OUTCOME:no cracks,no cracks,OUTCOME,1,1
OUTCOME:no d,no d,OUTCOME,1,1
OUTCOME:no dam,no dam,OUTCOME,1,1
OUTCOME:no defe,no defe,OUTCOME,1,1
OUTCOME:no defect noted,no defect noted,OUTCOME,1,1
OUTCOME:no defects note,no defects note,OUTCOME,1,1
OUTCOME:no disc,no disc,OUTCOME,1,1
OUTCOME:no discrepa,no discrepa,OUTCOME,1,1
OUTCOME:no discrepancies,no discrepancies,OUTCOME,1,1
OUTCOME:no discrepancy noted,no discrepancy noted,OUTCOME,1,1
OUTCOME:no effect,no effect,OUTCOME,1,1
OUTCOME:no effort,no effort,OUTCOME,1,1
OUTCOME:no engine roughness noted,no engine roughness noted,OUTCOME,1,1
OUTCOME:no fur,no fur,OUTCOME,1,1
OUTCOME:no further acti,no further acti,OUTCOME,1,1
OUTCOME:no further action,no further action,OUTCOME,1,1
OUTCOME:no further defects,no further defects,OUTCOME,1,1
OUTCOME:no improvement,no improvement,OUTCOME,1,1
OUTCOME:no leak,no leak,OUTCOME,1,1
OUTCOME:no leak noted,no leak noted,OUTCOME,1,1
OUTCOME:no leaks . noted,no leaks . noted,OUTCOME,1,1
OUTCOME:no leaks or seep found,no leaks or seep found,OUTCOME,1,1
OUTCOME:no lines disturbed,no lines disturbed,OUTCOME,1,1
OUTCOME:no loss in power or rough running,no loss in power or rough running,OUTCOME,2,1
OUTCOME:no other defects noted,no other defects noted,OUTCOME,1,1
OUTCOME:no other fod or defects noted,no other fod or defects noted,OUTCOME,1,1
OUTCOME:no rough,no rough,OUTCOME,1,1
OUTCOME:no roughness noted,no roughness noted,OUTCOME,1,1
OUTCOME:no roughness noted through ent,no roughness noted through ent,OUTCOME,1,1
OUTCOME:no significant oil,no significant oil,OUTCOME,1,1
OUTCOME:no sputtering,no sputtering,OUTCOME,1,1
OUTCOME:no squealing noise noted,no squealing noise noted,OUTCOME,1,1
OUTCOME:no success,no success,OUTCOME,1,1
OUTCOME:no unusual noise noted,no unusual noise noted,OUTCOME,1,1
OUTCOME:no vibra,no vibra,OUTCOME,1,1
OUTCOME:normal indications,normal indications,OUTCOME,1,1
OUTCOME:normally,normally,OUTCOME,1,1
OUTCOME:off old,off old,OUTCOME,1,1
OUTCOME:operated good,operated good,OUTCOME,1,1
OUTCOME:passed compression,passed compression,OUTCOME,1,1
OUTCOME:patching,patching,OUTCOME,1,1
OUTCOME:problem persisted,problem persisted,OUTCOME,1,1
OUTCOME:problem still there,problem still there,OUTCOME,1,1
OUTCOME:problems noted,problems noted,OUTCOME,1,1
OUTCOME:ran norm,ran norm,OUTCOME,1,1
OUTCOME:ran normally,ran normally,OUTCOME,1,1
OUTCOME:ran smooth through al,ran smooth through al,OUTCOME,1,1
OUTCOME:residual,residual,OUTCOME,1,1
OUTCOME:runs smooth through all operating,runs smooth through all operating,OUTCOME,1,1
OUTCOME:serviceable,serviceable,OUTCOME,1,1
OUTCOME:starter function normal,starter function normal,OUTCOME,1,1
OUTCOME:stayed,stayed,OUTCOME,1,1
OUTCOME:structural,structural,OUTCOME,1,1
OUTCOME:unable to duplicate discre,unable to duplicate discre,OUTCOME,1,1
OUTCOME:wear within acceptable limit,wear within acceptable limit,OUTCOME,1,1
OUTCOME:within limi,within limi,OUTCOME,1,1
OUTCOME:within limits,within limits,OUTCOME,1,1
OUTCOME:within specs,within specs,OUTCOME,1,1
REFERENCE:ad e 2015-19-07,ad e 2015-19-07,REFERENCE,1,1
"REFERENCE:check four , second four","check four , second four",REFERENCE,1,1
REFERENCE:cold start checklist,cold start checklist,REFERENCE,1,1
REFERENCE:cylinder ch,cylinder ch,REFERENCE,1,1
REFERENCE:direct drive manual,direct drive manual,REFERENCE,1,1
REFERENCE:direct drive overhau,direct drive overhau,REFERENCE,1,1
REFERENCE:engine start checklist,engine start checklist,REFERENCE,1,1
REFERENCE:including mount,including mount,REFERENCE,1,1
REFERENCE:lycoming 369m,lycoming 369m,REFERENCE,1,1
REFERENCE:lycoming di,lycoming di,REFERENCE,1,1
REFERENCE:lycoming dir,lycoming dir,REFERENCE,1,1
REFERENCE:lycoming direct drive,lycoming direct drive,REFERENCE,1,1
REFERENCE:lycoming direct drive manual,lycoming direct drive manual,REFERENCE,1,1
REFERENCE:lycoming direct drive over,lycoming direct drive over,REFERENCE,1,1
REFERENCE:lycoming inspection,lycoming inspection,REFERENCE,1,1
REFERENCE:lycoming outboard manual,lycoming outboard manual,REFERENCE,1,1
REFERENCE:lycoming service instruction 1492d,lycoming service instruction 1492d,REFERENCE,1,1
REFERENCE:main,main,REFERENCE,1,1
REFERENCE:maintenance,maintenance,REFERENCE,1,1
REFERENCE:maintenance man,maintenance man,REFERENCE,1,1
REFERENCE:paragraph 4-53,paragraph 4-53,REFERENCE,1,1
REFERENCE:rolls royce maintenance manual,rolls royce maintenance manual,REFERENCE,1,1
REFERENCE:sam,sam,REFERENCE,1,1
REFERENCE:sam material,sam material,REFERENCE,3,1
REFERENCE:se standard reference manual,se standard reference manual,REFERENCE,1,1
REFERENCE:se standard reference material 51,se standard reference material 51,REFERENCE,1,1
REFERENCE:se standard reference material 51-40-0,se standard reference material 51-40-0,REFERENCE,1,1
REFERENCE:service instruction 388c,service instruction 388c,REFERENCE,1,1
REFERENCE:standard reference material 51,standard reference material 51,REFERENCE,1,1
REFERENCE:standard reference material chapter 51-71,standard reference material chapter 51-71,REFERENCE,2,1
TECH_OBS:# 2 in,# 2 in,TECH_OBS,1,1
TECH_OBS:1-3 seconds,1-3 seconds,TECH_OBS,1,1
TECH_OBS:1-75,1-75,TECH_OBS,1,1
TECH_OBS:1-76,1-76,TECH_OBS,1,1
TECH_OBS:10 hrs,10 hrs,TECH_OBS,1,1
TECH_OBS:1000,1000,TECH_OBS,1,1
TECH_OBS:1000 rpm,1000 rpm,TECH_OBS,1,1
TECH_OBS:12.1 ground pressure,12.1 ground pressure,TECH_OBS,1,1
TECH_OBS:1200,1200,TECH_OBS,1,1
TECH_OBS:14/80 psi,14/80 psi,TECH_OBS,1,1
TECH_OBS:1450,1450,TECH_OBS,1,1
TECH_OBS:150 rise,150 rise,TECH_OBS,1,1
TECH_OBS:2-3 secs,2-3 secs,TECH_OBS,1,1
TECH_OBS:2-70,2-70,TECH_OBS,1,1
TECH_OBS:2-79,2-79,TECH_OBS,2,1
TECH_OBS:20 rpm,20 rpm,TECH_OBS,1,1
TECH_OBS:20 rpm for a few seconds,20 rpm for a few seconds,TECH_OBS,1,1
TECH_OBS:20 seconds,20 seconds,TECH_OBS,1,1
TECH_OBS:200 - 250 rpm,200 - 250 rpm,TECH_OBS,1,1
TECH_OBS:200 plus,200 plus,TECH_OBS,1,1
TECH_OBS:200 to 1200 engine alm,200 to 1200 engine alm,TECH_OBS,1,1
TECH_OBS:200-300 rpm suddenly,200-300 rpm suddenly,TECH_OBS,1,1
TECH_OBS:2000 feet msl,2000 feet msl,TECH_OBS,1,1
TECH_OBS:204,204,TECH_OBS,1,1
TECH_OBS:22,22,TECH_OBS,1,1
TECH_OBS:2300 - 2330 rpm,2300 - 2330 rpm,TECH_OBS,1,1
TECH_OBS:24,24,TECH_OBS,1,1
TECH_OBS:2600 rpm,2600 rpm,TECH_OBS,1,1
TECH_OBS:2630,2630,TECH_OBS,1,1
TECH_OBS:2640 rpm,2640 rpm,TECH_OBS,1,1
TECH_OBS:2667.8,2667.8,TECH_OBS,1,1
TECH_OBS:2710 rpm for a few seconds,2710 rpm for a few seconds,TECH_OBS,1,1
TECH_OBS:2720-2730,2720-2730,TECH_OBS,1,1
TECH_OBS:2722,2722,TECH_OBS,1,1
TECH_OBS:2733.2 rpm highest recording,2733.2 rpm highest recording,TECH_OBS,1,1
TECH_OBS:2740 peak rpm,2740 peak rpm,TECH_OBS,1,1
TECH_OBS:2740 rpm,2740 rpm,TECH_OBS,1,1
TECH_OBS:2740.3 peak,2740.3 peak,TECH_OBS,1,1
TECH_OBS:2750,2750,TECH_OBS,1,1
TECH_OBS:2750 - 2760 rpm,2750 - 2760 rpm,TECH_OBS,1,1
TECH_OBS:2760 rpm max,2760 rpm max,TECH_OBS,1,1
TECH_OBS:2770,2770,TECH_OBS,1,1
TECH_OBS:2778,2778,TECH_OBS,1,1
TECH_OBS:2800,2800,TECH_OBS,1,1
TECH_OBS:2840 rpm,2840 rpm,TECH_OBS,1,1
TECH_OBS:3 plus seconds,3 plus seconds,TECH_OBS,1,1
TECH_OBS:3 seconds,3 seconds,TECH_OBS,1,1
TECH_OBS:3 to 4 %,3 to 4 %,TECH_OBS,1,1
TECH_OBS:3-4 seconds,3-4 seconds,TECH_OBS,1,1
TECH_OBS:3-70,3-70,TECH_OBS,1,1
TECH_OBS:3-78,3-78,TECH_OBS,1,1
TECH_OBS:3-79,3-79,TECH_OBS,1,1
TECH_OBS:30 sec,30 sec,TECH_OBS,1,1
TECH_OBS:3275 rpm,3275 rpm,TECH_OBS,1,1
TECH_OBS:3300,3300,TECH_OBS,1,1
TECH_OBS:3300 rpm,3300 rpm,TECH_OBS,1,1
TECH_OBS:3350,3350,TECH_OBS,1,1
TECH_OBS:3961.3 tachometer,3961.3 tachometer,TECH_OBS,1,1
TECH_OBS:4-7,4-7,TECH_OBS,1,1
TECH_OBS:4-78,4-78,TECH_OBS,1,1
TECH_OBS:45 degree fitting,45 degree fitting,TECH_OBS,1,1
TECH_OBS:45/80,45/80,TECH_OBS,1,1
TECH_OBS:48 psi,48 psi,TECH_OBS,1,1
TECH_OBS:5 secs,5 secs,TECH_OBS,1,1
TECH_OBS:503 degrees,503 degrees,TECH_OBS,1,1
TECH_OBS:57/80 psi comp,57/80 psi comp,TECH_OBS,1,1
TECH_OBS:6 seconds,6 seconds,TECH_OBS,1,1
TECH_OBS:650 rpm,650 rpm,TECH_OBS,1,1
TECH_OBS:690 rpm,690 rpm,TECH_OBS,1,1
TECH_OBS:72,72,TECH_OBS,1,1
TECH_OBS:72/80,72/80,TECH_OBS,1,1
TECH_OBS:75/80,75/80,TECH_OBS,1,1
TECH_OBS:76/80,76/80,TECH_OBS,1,1
TECH_OBS:78/80,78/80,TECH_OBS,1,1
TECH_OBS:79/80,79/80,TECH_OBS,1,1
TECH_OBS:800 rpm,800 rpm,TECH_OBS,1,1
TECH_OBS:800 to 1400 rpm,800 to 1400 rpm,TECH_OBS,1,1
TECH_OBS:a few different times,a few different times,TECH_OBS,1,1
TECH_OBS:about 2 seconds,about 2 seconds,TECH_OBS,1,1
TECH_OBS:about eighty,about eighty,TECH_OBS,1,1
TECH_OBS:above 22 inches,above 22 inches,TECH_OBS,1,1
TECH_OBS:all cht temperatures in,all cht temperatures in,TECH_OBS,1,1
TECH_OBS:all compressions 74 plus,all compressions 74 plus,TECH_OBS,1,1
TECH_OBS:all temperatures and pressure,all temperatures and pressure,TECH_OBS,1,1
TECH_OBS:approximately 1 second,approximately 1 second,TECH_OBS,1,1
TECH_OBS:approximately 2 seconds,approximately 2 seconds,TECH_OBS,1,1
TECH_OBS:around 34 psi,around 34 psi,TECH_OBS,1,1
TECH_OBS:at least three instances,at least three instances,TECH_OBS,1,1
TECH_OBS:below 100,below 100,TECH_OBS,1,1
TECH_OBS:below 1000,below 1000,TECH_OBS,1,1
TECH_OBS:below 1000 rpm,below 1000 rpm,TECH_OBS,1,1
TECH_OBS:between 5 and 10,between 5 and 10,TECH_OBS,1,1
TECH_OBS:between 5 and 10 %,between 5 and 10 %,TECH_OBS,1,1
TECH_OBS:briefly,briefly,TECH_OBS,1,1
TECH_OBS:cht greater than 200 degrees fahrenheit warmer than other cylinders,cht greater than 200 degrees fahrenheit warmer than other cylinders,TECH_OBS,1,1
TECH_OBS:clearance,clearance,TECH_OBS,1,1
TECH_OBS:clearance within specs,clearance within specs,TECH_OBS,1,1
TECH_OBS:clearances,clearances,TECH_OBS,1,1
TECH_OBS:compersion . reading,compersion . reading,TECH_OBS,1,1
TECH_OBS:compre,compre,TECH_OBS,1,1
TECH_OBS:compress,compress,TECH_OBS,1,1
TECH_OBS:compression ( 50 lbs,compression ( 50 lbs,TECH_OBS,1,1
TECH_OBS:compression ( 54/80,compression ( 54/80,TECH_OBS,1,1
TECH_OBS:compression - now 65/80,compression - now 65/80,TECH_OBS,1,1
TECH_OBS:compression 75/80,compression 75/80,TECH_OBS,1,1
TECH_OBS:compression : two out of,compression : two out of,TECH_OBS,1,1
TECH_OBS:compression at zero psi,compression at zero psi,TECH_OBS,1,1
TECH_OBS:compression below 40/80 psi,compression below 40/80 psi,TECH_OBS,1,1
TECH_OBS:compression checks seventy out of,compression checks seventy out of,TECH_OBS,1,1
TECH_OBS:compression is thirty out of,compression is thirty out of,TECH_OBS,1,1
TECH_OBS:compression now 76/80,compression now 76/80,TECH_OBS,1,1
TECH_OBS:compression sixty out of,compression sixty out of,TECH_OBS,1,1
TECH_OBS:compression still 35/80,compression still 35/80,TECH_OBS,1,1
TECH_OBS:compressions ( 55 psi,compressions ( 55 psi,TECH_OBS,1,1
TECH_OBS:compressions about 20 psi,compressions about 20 psi,TECH_OBS,1,1
TECH_OBS:correct position,correct position,TECH_OBS,1,1
TECH_OBS:corrective action,corrective action,TECH_OBS,1,1
TECH_OBS:crew,crew,TECH_OBS,1,1
TECH_OBS:dirty between fins,dirty between fins,TECH_OBS,1,1
TECH_OBS:drop in rpm,drop in rpm,TECH_OBS,1,1
TECH_OBS:drop of thirty hundred and fifty rpm,drop of thirty hundred and fifty rpm,TECH_OBS,1,1
TECH_OBS:drop of thirty hundred rpm,drop of thirty hundred rpm,TECH_OBS,1,1
TECH_OBS:drops 100 rpm,drops 100 rpm,TECH_OBS,1,1
TECH_OBS:dry clearance,dry clearance,TECH_OBS,1,1
TECH_OBS:dry tappet clearance within specs,dry tappet clearance within specs,TECH_OBS,1,1
TECH_OBS:each time rp,each time rp,TECH_OBS,1,1
TECH_OBS:egt ' s,egt ' s,TECH_OBS,1,1
TECH_OBS:egt - cht - static rpm - idl,egt - cht - static rpm - idl,TECH_OBS,1,1
TECH_OBS:eight,eight,TECH_OBS,1,1
TECH_OBS:every four to five seconds,every four to five seconds,TECH_OBS,1,1
TECH_OBS:excessive rpm rise,excessive rpm rise,TECH_OBS,1,1
TECH_OBS:extra time,extra time,TECH_OBS,1,1
TECH_OBS:fastener,fastener,TECH_OBS,1,1
TECH_OBS:first two seconds,first two seconds,TECH_OBS,1,1
TECH_OBS:five minutes,five minutes,TECH_OBS,1,1
TECH_OBS:forty hundred and fifty rpm,forty hundred and fifty rpm,TECH_OBS,1,1
TECH_OBS:forty out of eighty cht,forty out of eighty cht,TECH_OBS,1,1
TECH_OBS:forty rpm,forty rpm,TECH_OBS,1,1
TECH_OBS:four compre,four compre,TECH_OBS,1,1
TECH_OBS:four places,four places,TECH_OBS,1,1
TECH_OBS:from.032,from.032,TECH_OBS,1,1
TECH_OBS:fuel pressure 32 - 33,fuel pressure 32 - 33,TECH_OBS,1,1
TECH_OBS:full throttle operations,full throttle operations,TECH_OBS,1,1
TECH_OBS:gap facing down,gap facing down,TECH_OBS,1,1
