ident,text,items,faults,actions
103628,NUMBER ONE CYLINDER FORWARD BAFFLE CRACKED . STOP DRILLED CRACK .,cylinder; baffle,cracked; crack,stop drilled
103629,NUMBER FOUR INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET .,intake gasket; gasket,leaking,removed; replaced
103630,"ON POST RUN UP , FOUND ENGINE RUNNING ROUGH AT IDLE . NUMBER TWO CYLINDER C OPERATIONS AND LEAK CHECKED GOOD .",engine; cylinder,running rough,operations and leak checked
103631,"ON POST RUN UP , FOUND ENGINE RUNNING ROUGH AT IDLE . NUMBER TWO CYLINDER C REMOVED PUSH RODS AND VALVE SPRING . FOUND STEP ON INTAKE",engine; cylinder; push rods; valve spring; intake,step; running rough,removed
103632,"ON POST RUN UP , FOUND ENGINE RUNNING ROUGH AT IDLE . NUMBER TWO CYLINDER C REPLACED CYLINDER WITH NEW CYLINDER ASSEMBLY . TORQUED TO CASE . DRY",engine; cylinder; cylinder assembly; case,running rough,replaced; torqued
103633,"LEFT-HAND ENGINE , LEFT-HAND BAFFLE TIE ROD BROKEN . REMOVED AND REPLACED BROKEN BAFFLE TIE .",engine; baffle tie rod; baffle tie,broken,removed; replaced
103634,CYLINDER NUMBER THREE PUSH ROD TUBE ADEL CLAMP HAS WORN RUBBER . REMOVED AND REPLACED ADEL CLAMP .,cylinder; push rod tube; adel clamp; rubber,worn,removed; replaced
103635,NUMBER THREE INTAKE GASKET LEAKING . REMOVED AND REPLACED NUMBER THREE INTAKE GASKET .,intake gasket,leaking,removed; replaced
103636,NUMBER FOUR ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED NUMBER FOUR CYLINDER ROCKER COVER GASKET .,rocker cover gasket; cylinder,leaking,removed; replaced
103637,"UPON RUN UP , ROUGH MAGNETO AND NOT WITHIN TOLERANCE . RAN FOULED PROC RAN AIRCRAFT AND FOUND RIGHT-HAND MAGNETO HAVE ROUGH MAGNETO DROP . REMOVED",magneto; aircraft,not within tolerance; rough,ran; found
103638,START ASSIST REQUIRED . STARTED AIRCRAFT USING NORMAL PROCEDURES .,aircraft,,start assist; started
103639,START ASSIST REQUIRED . STARTED AIRCRAFT USING NORMAL PROCEDURES .,aircraft,,start assist; started
103640,"NUMBER FOUR INTAKE GASKET LEAKING . REMOVED , CLEANED AND REPLACED WITH NEW GASKET .",intake gasket; gasket,leaking,removed; cleaned; replaced
103641,LEFT-HAND REAR ENGINE BAFFLE CRACKED . STOP DRILLED CRACK .,engine; baffle,cracked; crack,stop drilled
103642,NUMBER TWO INTAKE GASKET LEAKING . REMOVED AND REPLACED NUMBER TWO INTAKE GASKET .,intake gasket,leaking,removed; replaced
103643,NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS .,rocker cover gasket; rocker cover gaskets,leaking,removed; replaced
103644,"ENGINE BAFFLE CRACKED , ABOVE NUMBER ONE CYLINDER . STOP DRILLED CRACK .",engine; baffle; cylinder,cracked; crack,stop drilled
103645,NUMBER TWO ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED ROCKER COVER GASKET .,rocker cover gasket,leaking,removed; replaced
103646,CYLINDER NUMBER TWO AND NUMBER FOUR INTAKE GASKET LEAKING . REMOVED AND REPLACED INTAKE GASKETS .,cylinder; intake gasket; intake gaskets,leaking,removed; replaced
103647,ROCKER COVER GASKET CYLINDER NUMBER THREE AND NUMBER FOUR LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS .,rocker cover gasket; cylinder; rocker cover gaskets,leaking,removed; replaced
103648,RIGHT-HAND BAFFLE SPRING BROKEN . INSTALLED NEW BAFFLE SPRING .,baffle spring,broken,installed
103649,NUMBER TWO CYLINDER INTAKE GASKET LEAKING . REPLACED INTAKE GASKET .,cylinder; intake gasket,leaking,replaced
103650,NUMBER ONE CYLINDER ROCKER COVER LEAKING . REPLACED ROCKER COVER GASKET .,cylinder; rocker cover; rocker cover gasket,leaking,replaced
103651,RIGHT-HAND NUMBER THREE INTAKE GASKET IS LEAKING . REPLACED NUMBER THREE INTAKE GASKET .,intake gasket,leaking,replaced
103652,RIGHT-HAND NUMBER THREE AFT BAFFLE SEAL HAS A HOLE . REMOVED SEAL AND INSTALLED NEW SEAL WITH POP RIVETS .,baffle seal; hole; seal; pop rivets,,removed; installed
103653,CYLINDER NUMBER THREE BAFFLE SCREW LOOSE . TIGHTENED NUMBER THREE CYLINDER BAFFLE SCREW .,cylinder; baffle screw,loose,tightened
103654,LEFT-HAND ENGINE INTAKE TWO AND THREE LEAKING . REMOVED AND REPLACED GASKETS .,engine; intake; gaskets,leaking,removed; replaced
103655,BAFFLE SEAL LOOSE ABOVE NUMBER FOUR CYLINDER ON LEFT-HAND ENGINE . SECURED BAFFLE SEAL .,baffle seal; cylinder; engine,loose,secured
103656,OIL COOLERS DIRTY . CLEANED FORWARD AND AFT OIL COOLERS .,oil coolers,dirty,cleaned
103657,"SNIFFLER VALVES DIRTY . REMOVED , CLEANED AND REINSTALLED BOTH SNIFFLER VALVES .",sniffler valves,dirty,removed; cleaned; reinstalled
103658,NUMBER TWO ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED NUMBER TWO ROCKER COVER GASKET .,rocker cover gasket,leaking,removed; replaced
103659,NUMBER THREE INTAKE GASKET LEAKING . REMOVED AND REPLACED INTAKE GASKET .,intake gasket,leaking,removed; replaced
103660,CRACK EXTENDING BEYOND . STOP DRILL ON UPPER NUMBER TWO CYLINDER BAFFLE . STOP DRILLED CRACK .,cylinder; baffle,crack,stop drill; stop drilled
103661,NUMBER TWO INTAKE GASKET LEAKING . LEAK CHECK GOOD .,intake gasket,leaking,leak check
103662,NUMBER TWO INTAKE GASKET LEAKING . REPLACED GASKET .,intake gasket; gasket,leaking,replaced
103663,NUMBER THREE ROCKER COVER GASKET LEAKING . LEAK CHECK GOOD .,rocker cover gasket,leaking,leak check
103664,NUMBER THREE ROCKER COVER GASKET LEAKING . REPLACED GASKET .,rocker cover gasket; gasket,leaking,replaced
103665,NUMBER THREE AFT BAFFLE SCREW APPEARS TO BE LOOSE BEHIND DIPSTICK TUBE TIGHTENED SCREW .,baffle screw; dipstick tube; screw,loose,tightened
103666,FORWARD LOWER ENGINE SEAL WORN ABOVE AIR INTAKE . FILLED IN WORN SPOTS WITH BLACK RTV .,engine; seal; air intake; black rtv,worn,
103667,NUMBER TWO INTAKE LEAKING . REMOVED AND REPLACED INTAKE GASKET .,intake; intake gasket,leaking,removed; replaced
103668,CYLINDER NUMBER TWO INTAKE GASKET LEAKING . REMOVED AND REPLACED INTAKE GASKET .,cylinder; intake gasket,leaking,removed; replaced
103669,LEFT-HAND ENGINE NUMBER TWO BAFFLE LOOSE . SECURED BAFFLE SECTION .,engine; baffle; baffle section,loose,secured
103670,"NUMBERS ONE , TWO , AND FOUR ROCKER GASKETS LEAKING . REMOVED , CLEANED AND REPLACED WITH NEW GASKETS .",rocker gaskets; gaskets,leaking,removed; cleaned; replaced
103671,"NUMBERS TWO , THREE , AND FOUR INTAKE GASKETS LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED INTAKE GASKETS .",intake gaskets; engine,leaking,removed; replaced
103672,NUMBER ONE ROCKER COVER GASKET LEAKING ON RIGHT-HAND ENGINE . REMOVED AND REPLACED ROCKER COVER GASKET .,rocker cover gasket; engine,leaking,removed; replaced
103673,NUMBER THREE ROCKER COVER GASKET LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED ROCKER COVER GASKET .,rocker cover gasket; engine,leaking,removed; replaced
103674,NUMBER THREE AND NUMBER FOUR INTAKE GASKETS LEAKING ON RIGHT-HAND ENGINE . REMOVED AND REPLACED INTAKE GASKETS ON RIGHT-HAND ENGINE .,intake gaskets; engine,leaking,removed; replaced
103675,NUMBER TWO INTAKE LEAKING . REMOVED AND REPLACED INTAKE GASKET .,intake; intake gasket,leaking,removed; replaced
103676,NUMBER FOUR CYLINDER ROCKER COVER IS MISSING SCREW . INSTALLED NEW SCREW .,cylinder; rocker cover; screw,missing,installed
103677,"RIGHT-HAND ENGINE NUMBER THREE INTAKE TUBE GASKET LEAKING . REMOVED , CLEANED AND REPLACED WITH NEW GASKET .",engine; intake tube gasket; gasket,leaking,removed; cleaned; replaced
103678,"LEFT-HAND ENGINE NUMBERS TWO , THREE AND FOUR INTAKE TUBE GASKETS LEAKING . REMOVED , CLEANED AND REPLACED WITH NEW GASKETS .",engine; intake tube gaskets; gaskets,leaking,removed; cleaned; replaced
103679,"LEFT-HAND ENGINE NUMBERS ONE , TWO , THREE AND FOUR ROCKER BOX COVER GASKETS LEAKING . REMOVED , CLEANED AND REPLACED WITH NEW GASKETS .",engine; rocker box cover gaskets; gaskets,leaking,removed; cleaned; replaced
103680,NUMBER THREE ROCKER BOX COVER GASKET LEAKING . INSTALLED NEW ROCKER BOX COVER GASKET .,rocker box cover gasket,leaking,installed
103681,NUMBER TWO ROCKER GASKET LEAKING . TIGHTENED BOLTS .,rocker gasket; bolts,leaking,tightened
103682,NUMBER ONE CYLINDER ROCKER GASKET LEAKING . REPLACED GASKET .,cylinder; rocker gasket; gasket,leaking,replaced
103683,"NUMBER TWO , AND NUMBER FOUR CYLINDER INTERCOOLING BAFFLE WIRE NEEDS TO BE REPOSITI REPOSITIONED WIRE IN NEW BAFFLE SLOT AND APPLIED SPIRAL",cylinder; baffle wire; wire; baffle slot; spiral,,repositi; repositi repositioned; repositioned; applied
103684,RIGHT-HAND ENGINE NUMBER THREE AND NUMBER FOUR INTAKE GASKETS LEAKING . REMOVED AND REPLACED INTAKE GASKETS .,engine; intake gaskets,leaking,removed; replaced
103685,NUMBER TWO AND NUMBER FOUR CYLINDER INTAKES LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED INTAKE GASKETS .,cylinder; intakes; engine; intake gaskets,leaking,removed; replaced
103686,BAFFLE PLUG OUT INSTALLED PLUG,baffle plug; plug,,installed
103687,SHORT DIPSTICK . INSTALLED REMOVED SHORT DIPSTICK AND INSTALLED LONG ONE,short dipstick,,installed; removed
103688,FORWARD LOWER SEAL ON BAFFLING . WORN AT AIR INTAKE . INSTALLED RTV TO AREAS .,seal; baffling; air intake; rtv,worn,installed
103689,LEFT-HAND ENGINE ALL ROCKER BOX COVER SCREWS LOOSE . TIGHTENED SCREWS .,engine; rocker box cover screws; screws,loose,tightened
103690,LEFT-HAND ENGINE NUMBER ONE ROCKER COVER GASKET LEAKING . REMOVED OLD GASKET AND REPLACED WITH NEW .,engine; rocker cover gasket; gasket,leaking,removed; replaced
103691,"LEFT-HAND ENGINE NUMBER FOUR INTAKE GASKET LEAKING . REMOVED OLD GASKET , REPLACED WITH NEW GASKET .",engine; intake gasket; gasket,leaking,removed; replaced
103692,NUMBER FOUR INTAKE GASKET LEAKING . INSTALLED NEW GASKET .,intake gasket; gasket,leaking,installed
103693,BAFFLE PLUGS NEED TO BE REPLACED . INSTALLED NEW BAFFLE PLUGS .,baffle plugs,,replaced; installed
103694,"NUMBER FOUR CYLINDER HAS LOW COMPRESSION , LEAKING NUMBER FOUR EXHAUST VALVE . REMOVED PISTON AND INJECTOR .",cylinder; exhaust valve; piston; injector,low; leaking,removed
103695,NUMBER TWO AND NUMBER FOUR BAFFLE CONNECT WIRE . INSTALLED BELOW INTERCYLINDER BAFFLE REROUTED BAFFLE CONNECT WIRE .,baffle connect wire; intercylinder; baffle,,installed; rerouted
103696,"NUMBER FOUR CYLINDER HAS LOW COMPRESSION , LEAKING NUMBER FOUR EXHAUST VALVE . RAN ENGINE . OPERATIONS AND LEAK CHECK GOOD .",cylinder; exhaust valve; engine,low; leaking,ran; operations; leak check
103697,"NUMBER FOUR CYLINDER HAS LOW COMPRESSION , LEAKING NUMBER FOUR EXHAUST VALVE . REMOVED CYLINDER NUMBER FOUR AND VERIFIED EXHAUST VALVE TO BE BURNT .",cylinder; exhaust valve,low; burnt; leaking,removed; verified
103698,"NUMBER FOUR CYLINDER HAS LOW COMPRESSION , LEAKING NUMBER FOUR EXHAUST VALVE . BEGAN CYLINDER REMOVAL , EXHAUST STACK , INTAKE TUBE AND BAFFLE",cylinder; exhaust valve; exhaust stack; intake tube; baffle,low; leaking,removal
103699,"NUMBER FOUR CYLINDER HAS LOW COMPRESSION , LEAKING NUMBER FOUR EXHAUST VALVE . INSTALLED NEW CYLINDER AND PISTON KIT IN ACCORDANCE WITH LYCOM",cylinder; exhaust valve; piston,low; leaking,installed
103700,CYLINDER NUMBER THREE INTAKE GASKET LEAKING . REMOVED AND REPLACED INTAKE GASKET .,cylinder; intake gasket,leaking,removed; replaced
103701,BAFFLE PLUGS ARE WORN . INSTALLED NEW BAFFLE PLUGS .,baffle plugs,worn,installed
103702,ENGINE BAFFLE SCREW LOOSE BEHIND OIL FILLER TUBE . TIGHTENED SCREW .,engine; baffle screw; oil filler tube; screw,loose,tightened
103703,CABLE SHEATH LOOSE ON PILOTS SEAT . SECURED CABLE SHEATH . OPERATIONS CHECK GOOD .,cable sheath; pilots seat,loose,secured; operations check
103704,SNIFFLER VALVES DIRTY . CLEANED BOTH SNIFFLER VALVES .,sniffler valves,dirty,cleaned
103705,NUMBER THREE BAFFLE SEAL RIVETS LOOSE . REMOVED AND INSTALLED NEW RIVET IN ACCORDANCE WITH SE STANDARD REFERENCE MATERIAL 51-40-0,baffle seal rivets; rivet,loose,removed; installed
103706,TOP BOLT ON ENGINE CASE LEAKING . CLEANED AND SEALED BOLTS .,bolt; engine; case; bolts,leaking,cleaned; sealed
103707,NUMBER FOUR CYLINDER INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET WITH NEW .,cylinder; intake gasket; gasket,leaking,removed; replaced
103708,ENGINE BAFFLE CRACKED ABOVE NUMBER ONE CYLINDER . STOP DRILLED CRACK .,engine; baffle; cylinder,cracked; crack,stop drilled
103709,NUMBER TWO INTAKE TUBE GASKET LEAKING . INSTALLED NEW INTAKE GASKET .,intake tube gasket; intake gasket,leaking,installed
103710,MISSING SCREW ON CYLINDER NUMBER THREE BAFFLE . INSTALLED SCREW .,screw; cylinder; baffle,missing,installed
103711,"RIGHT-HAND AFT ENGINE BAFFLE SCREW MISSING , SECURED TO ENGINE CASE . INSTALLED SCREW ON ENGINE BAFFLE .",engine; baffle screw; engine case; screw; baffle,missing,secured; installed
103712,"NUMBERS ONE , TWO , THREE , AND FOUR ROCKER COVER GASKETS NEED TO BE REPLACED . REMOVED AND REPLACED ROCKER COVER GASKETS .",rocker cover gaskets,,replaced; removed
103713,"MISSING BAFFLE SCREW ON RIGHT-HAND UPPER ROCKER COVER , NUMBER ONE CYLINDER . INSTALLED NEW BAFFLE SCREW ON RIGHT-HAND NUMBER ONE CYLINDER BAFFLE .",baffle screw; upper rocker cover; rocker cover; cylinder; baffle,missing,installed
103714,NUMBER FOUR ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED NUMBER FOUR ROCKER COVER GASKET .,rocker cover gasket,leaking,removed; replaced
103715,CYLINDER NUMBER TWO INTAKE GASKET LEAKING . REMOVED AND REPLACED INTAKE GASKET .,cylinder; intake gasket,leaking,removed; replaced
103716,"ROCKER COVER GASKET , CYLINDER NUMBER THREE , LEAKING . REMOVED AND REPLACED ROCKER COVER GASKET .",rocker cover gasket; cylinder,leaking,removed; replaced
103717,LEFT-HAND NUMBER THREE INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET .,intake gasket; gasket,leaking,removed; replaced
103718,RIGHT-HAND NUMBER FOUR ROCKER COVER IS LEAKING . REPLACED ROCKER COVER GASKET .,rocker cover; rocker cover gasket,leaking,replaced
103719,"LEFT-HAND NUMBER THREE , AND NUMBER FOUR ROCKER COVER GASKETS LEAKING . REMOVED AND REPLACED GASKETS .",rocker cover gaskets; gaskets,leaking,removed; replaced
103720,LEFT-HAND ENGINE BAFFLE TIE ROD IS RUBBING ON NUMBER TWO OIL RETURN LINE CLAM REPOSITIONED CLAMP .,engine; baffle tie rod; oil return line; clam; clamp,rubbing,repositioned
103721,NUMBER THREE INTAKE TUBE GASKET LEAKING . INSTALLED NEW INTAKE TUBE GASKET .,intake tube gasket,leaking,installed
103722,NUMBER FOUR INATKE GASKET LEAKING . REMOVED AND REPLACED WITH NEW GASKET .,inatke gasket; gasket,leaking,removed; replaced
103723,"NUMBER ONE ROCKER COVER GASKET LEAKING . REMOVED , CLEANED AND REPLACED GASKET .",rocker cover gasket; gasket,leaking,removed; cleaned; replaced
103724,BAFFLE SCREW BEHIND DIPSTICK MISSING . INSTALLED SCREW IN BAFFLE AND RESAFETY . WIRED DIPSTICK TUB,baffle screw; dipstick; screw; baffle,missing,installed
103725,OIL COOLER TIMED OUT . REMOVED AND REPLACED OIL COOLER . INSTALLED OI,oil cooler,timed out,removed; replaced; installed
103726,RIVET PULLED THROUGH ENGINE BAFFLE SEAL ABOVE NUMBER TWO CYLINDER . REMOVED RIVET AND SECURED BAFFLE WITH LIKE HARDWARE .,rivet; engine; baffle seal; cylinder; baffle; like hardware,pulled through,removed; secured
103727,"NUMBER TWO , AND NUMBER THREE ROCKER COVER GASKETS LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS .",rocker cover gaskets,leaking,removed; replaced
103728,FOD ON OIL COOLER REMOVED FOD OFF OIL COOLER,fod; oil cooler,,removed
103729,FOD ON TOP OF ENGINE REMOVED FOD FROM TOP OF ENGINE,fod; engine,,removed
103730,NUMBER TWO CYLINDER ROCKER COVER GASKET LEAKING . REPLACED ROCKER COVER GASKET .,cylinder; rocker cover gasket,leaking,replaced
103731,RIGHT-HAND ENGINE NUMBER TWO AND NUMBER FOUR INTAKE HAVE SLIGHT LEAK . REPLACED GASKETS .,engine; intake; gaskets,leak,replaced
103732,ROCKER COVER GASKET CYLINDER NUMBER TWO LEAKING . REMOVED AND REPLACED GASKET .,rocker cover gasket; cylinder; gasket,leaking,removed; replaced
103733,INTAKE GASKET CYLINDER NUMBER FOUR LEAKING . REMOVED AND REPLACED INTAKE GASKET .,intake gasket; cylinder,leaking,removed; replaced
103734,LEFT ENGINE LOWER FIRE SEAL LOOSE . REPLACED SEAL .,engine; fire seal; seal,loose,replaced
103735,RIGHT-HAND ENGINE INTAKE SCREEN LOOSE . REPLACED RIGHT-HAND ENGINE INTAKE SCREEN .,engine; intake screen,loose,replaced
103736,"ONE FIRST STAGE COMPRESSOR BLADE HAS DAMAGE , NEAR TIP . INSPECTED AND FOUND NICKED LEADING EDGE FIRST STAGE COMPRESSION",compressor blade,damage; nicked,inspected
103737,RIGHT-HAND ENGINE AFT BAFFLE SUPPORT BRACKET RIVETS ARE SHEARED . REMOVED BAFFLE . INSTALLED NEW RIVETS IN ACCORDANCE WITH,engine; baffle support bracket; rivets; baffle,sheared,removed; installed
103738,RIGHT-HAND ENGINE NUMBER THREE INTAKE TUBE GASKET LEAKING . REPLACED GASKET .,engine; intake tube gasket; gasket,leaking,replaced
103739,RIGHT-HAND ENGINE NUMBER TWO AND NUMBER THREE ROCKER BOX COVER GASKET LEAKING . REPLACED GASKETS .,engine; rocker box cover gasket; gaskets,leaking,replaced
103740,LEFT-HAND ENGINE NUMBER TWO AND NUMBER FOUR INTAKE TUBE GASKETS LEAKING . REMOVED AND REPLACED WITH NEW GASKETS .,engine; intake tube gaskets; gaskets,leaking,removed; replaced
103741,RIGHT-HAND ENGINE NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS .,engine; rocker cover gaskets,leaking,removed; replaced
103742,"NUMBERS ONE , TWO AND FOUR CYLINDER ROCKER COVER GASKETS ARE LEAKING . REMOVED AND REPLACED WITH NEW GASKETS .",cylinder; rocker cover gaskets; gaskets,leaking,removed; replaced
103743,INTAKE GASKET CYLINDER NUMBER FOUR LEAKING . REMOVED AND REPLACED INTAKE GASKET .,intake gasket; cylinder,leaking,removed; replaced
103744,NUMBER ONE CYLINDER BAFFLE SEAL LOOSE . SECURED SEAL .,cylinder; baffle seal; seal,loose,secured
103745,"NUMBER ONE , AND NUMBER TWO CYLINDER ROCKER COVER GASKETS LEAKING . REMOVED AND REPLACED GASKETS .",cylinder; rocker cover gaskets; gaskets,leaking,removed; replaced
103746,NUMBER TWO INTAKE LEAKING . REMOVED AND REPLACED INTAKE GASKET .,intake; intake gasket,leaking,removed; replaced
103747,NUMBER TWO AND NUMBER FOUR ROCKER COVERS LEAKING . REMOVED AND REPLACED ROCKER COVER GASKETS .,rocker covers; rocker cover gaskets,leaking,removed; replaced
103748,NUMBER TWO INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET .,intake gasket; gasket,leaking,removed; replaced
103749,NUMBER THREE AND NUMBER FOUR ROCKER GASKETS LEAKING . REMOVED AND REPLACED GASKETS .,rocker gaskets; gaskets,leaking,removed; replaced
103750,LEFT OUTBOARD BAFFLE TIE WIRE BROKEN . INSTALLED BAFFLE TIE LISTED IN PARTS MANUAL . FOU,baffle tie wire; baffle tie; parts manual,broken; listed,installed
103751,INTAKES THREE AND FOUR LEAKING . REMOVED AND REPLACED INTAKE GASKETS .,intakes; intake gaskets,leaking,removed; replaced
103752,"NUMBER THREE EXHAUST VALVE LEAKING ON RIGHT-HAND ENGINE . RUN UP , OPERATIONS AND LEAK CHECK OK .",exhaust valve; engine,leaking,run up; operations; leak check
103753,RIGHT-HAND ENGINE CYLINDER NUMBER FOUR SIDE BAFFLE SEAL IS COMING LOOSE . RESECURED LOOSE SEAL .,engine; cylinder; baffle seal; seal,loose,resecured
103754,RIGHT-HAND CYLINDER NUMBER THREE AFT BAFFLE IS CRACKED . FABRICATED PATCH OF LIKE MATERIAL AND RIVETED IN ACCORDANCE WITH LIKE MATERIAL AND RIVETED IN ACCORDANCE,cylinder; baffle; patch; like material,cracked,fabricated; riveted
103755,"NUMBER THREE EXHAUST VALVE LEAKING ON RIGHT-HAND ENGINE . INSTALLED CYLINDER ROCKERS , CYLINDER BAFFLE , TORQUED SPARK PLUGS",exhaust valve; engine; cylinder; rockers; cylinder baffle; spark plugs,leaking,installed; torqued
103756,NUMBER THREE EXHAUST VALVE LEAKING ON RIGHT-HAND ENGINE . TRIED TO STAKE VALVE WITH NO AFFECT . ROCKER COVER IS REMOVED,exhaust valve; engine; valve; rocker cover,leaking,tried to stake
103757,NUMBER THREE EXHAUST VALVE LEAKING ON RIGHT-HAND ENGINE . REMOVED AND INSTALLED REPAIRED CYLINDER ASSEMBLY . TORQUED MOUNTING,exhaust valve; engine; cylinder assembly,leaking,removed; installed; torqued
103758,"LEFT-HAND ENGINE , LEFT-HAND FORWARD BAFFLE SEAL IS LOOSE . RESECURED BAFFLE SEAL .",engine; baffle seal,loose,resecured
103759,INTAKE GASKET CYLINDER NUMBER FOUR LEAKING . REMOVED AND REPLACED INTAKE GASKET .,intake gasket; cylinder,leaking,removed; replaced
103760,LEFT-HAND FORWARD ENGINE BAFFLE CRACKED . STOP DRILLED CRACK .,engine; baffle,cracked; crack,stop drilled
103761,LEFT-HAND REAR ENGINE BAFFLE SUPPORT CRACKED . FABRICATED NEW BAFFLE SUPPORT OF LIKE MATERIAL AND RIVETE,engine; baffle support; like material,cracked,fabricated
103762,INTAKES NUMBER TWO AND NUMBER FOUR LEAKING ON RIGHT-HAND ENGINE . REMOVED AND REPLACED INTAKE GASKETS .,intakes; engine; intake gaskets,leaking,removed; replaced
103763,"RIGHT-HAND ENGINE NUMBER 1 CYLINDER HAS LOW COMPRESSIONS ( 55 PSI ) . STAKED EXHAUST VALVE , OPERATIONS CHECK GOOD ON COMPRESSIONS . REMOVED",engine; cylinder; exhaust valve,low,staked; operations check; removed
103764,"NUMBERS TWO , THREE , AND FOUR INTAKE GASKETS LEAKING . REMOVED AND REPLACED INTAKE GASKETS .",intake gaskets,leaking,removed; replaced
103765,NUMBER FOUR ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED NUMBER FOUR ROCKER COVER GASKET .,rocker cover gasket,leaking,removed; replaced
103766,NUMBER FOUR ROCKER COVER GASKET LEAKING . REMOVED AND REPLACED GASKET .,rocker cover gasket; gasket,leaking,removed; replaced
